Symbol,Description,Price,Price - Currency,"Performance %, 3 months","Performance %, 6 months","Performance %, 1 month","Price change %, 1 day",Average daily range %,"Volume, 1 day","Average volume, 30 days","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,"Revenue growth %, Quarterly YoY","Revenue growth %, TTM YoY",Sector,Industry,Upcoming earnings date
MMED,"MiniMed Group, Inc.",22.03,USD,53.092425295343986,28.75511396843952,12.685421994884912,-1.6517857142857029,5.319629077232335,2730153,1953351.0333333334,1.0195464101766092,6198139184.100894,USD,16.43646408839779,,Health technology,Medical specialties,2026-12-30
PUBM,"PubMatic, Inc.",17.33,USD,52.55281690140844,112.37745098039213,0.3474232773595757,2.848664688427281,4.148297749567254,1101389,781855.9666666667,1.9233206618286889,789382625.1643916,USD,10.546451930515508,-1.0410392597054154,Technology services,Internet software/Services,2026-11-10
QNRX,"Quoin Pharmaceuticals, Ltd.",7.01,USD,51.40388768898488,-11.989956057752668,41.04627766599598,1.5942028985507162,10.770735683717152,28026,1122614.5666666667,0.20836090315002193,13858081,USD,,,Health technology,Pharmaceuticals: major,2026-11-05
HPQ,HP Inc.,34.66,USD,50.695652173913025,88.06294085729787,16.93657219973008,5.99388379204891,4.745198252411137,14806337,15542025.76666677,0.9209466984715914,31256077330.86666,USD,11.143383394729385,8.674553179021387,Technology services,Information technology services,2026-12-01
RVTY,"Revvity, Inc.",146.73,USD,49.75505205143905,72.2385256485503,26.644225789746237,0.6862005077883758,3.0870111283116413,2702529,1689755.8333333333,1.353880264364766,16373071296.99204,USD,1.305596125972533,4.050217494078008,Health technology,Medical specialties,2026-11-02
BMNR,"BitMine Immersion Technologies, Inc.",23.89,USD,49.68671679197995,12.955082742316797,30.26172300981462,4.7347654537483645,6.630150092686709,41539506,41682362.233333334,0.9708342906432632,14411077866.500658,USD,2167.94557320515,1022.299586706758,Finance,Financial conglomerates,2026-11-20
BNGO,"Bionano Genomics, Inc.",1.74,USD,47.457627118644076,56.75675675675674,43.80165289256198,15.2317880794702,9.290640394088522,2484659,1618353.4,0.5747932207009665,20491981.152317878,USD,21.357492945195293,10.026981696200686,Health technology,Biotechnology,2026-10-29
LPG,Dorian LPG Ltd.,58.31,USD,47.02471003530007,71.5,20.102986611740484,0.7777393708952693,3.2232525663326785,546962,550727.1333333333,0.9101222610405333,2494658127.4370894,USD,123.10944266519084,81.05922022373736,Transportation,Marine shipping,2026-11-04
BSIN,Big Sky Industrial Inc.,1.57,USD,46.72897196261682,57.00000000000001,10.56338028169015,2.6143790849673225,4.831665150136515,770613,1032760.9,0.9422168891423379,82414685.20261438,USD,5.226824457593689,-48.74281877191674,Energy minerals,Oil & gas production,2026-11-17
BMEA,"Biomea Fusion, Inc.",1.79,USD,46.72131147540984,55.6521739130435,32.59259259259259,2.8735632183908075,8.150837988826924,1373447,1773823.5666666667,0.6859992562851769,129746089.44252874,USD,,,Health technology,Pharmaceuticals: major,2026-11-03
PCLA,PicoCELA Inc.,7.04,USD,46.66666666666667,197.03388042698623,2.9239766081871372,-2.086230876216973,18.226156655844246,60195,826647.3333333334,0.04513064720699436,69123257,USD,,,Electronic technology,Computer communications,
NAT,Nordic American Tankers Limited,8.15,USD,46.582733812949655,47.11191335740073,19.15204678362574,2.002503128911141,3.3514460999123683,5689347,3870080.933333333,1.155412771574997,1725767798.0100126,USD,56.88616472844984,29.11040549685076,Transportation,Marine shipping,2026-12-02
HNST,"The Honest Company, Inc.",5.32,USD,46.55647382920111,91.36690647482017,13.918629550321205,-0.4677268475210377,4.528732545649804,1970593,3092137.6666666665,0.9506029157457758,570752909.4630497,USD,-10.866797205191581,-12.256306714248698,Retail trade,Specialty stores,2026-11-11
UROY,Uranium Royalty Corp.,4.48,USD,46.40522875816994,29.106628242074933,10.344827586206918,2.050113895216418,5.303571428571339,2664626,2764055.3666666667,0.7864941829850838,1689903581.8861048,USD,1467.4247127381077,132.4100214858637,Non-energy minerals,Other metals/Minerals,2026-12-16
SLDE,"Slide Insurance Holdings, Inc.",25,USD,46.37002341920377,45.43339150668993,15.47344110854504,-2.6100506427736723,3.019228571428414,1420210,1081186.1333333333,0.8773992936250242,2920293054.1488113,USD,47.86186913958723,41.43171092857332,Technology services,Packaged software,2026-11-11
LFST,"LifeStance Health Group, Inc.",12.61,USD,46.11819235225954,96.11197511664075,-0.23734177215190772,-1.4073494917904592,3.6908915826442277,7252945,4954262.133333334,1.3027096944302676,4818963745.231431,USD,26.075914175916783,20.383932037101886,Health services,Medical/Nursing services,2026-11-05
BLSH,Bullish,34.91,USD,45.15592515592513,-11.731984829329964,42.547978766843606,8.821695760598498,6.325745795310417,1506839,1655327.5333333334,0.9705112119869331,5247050112.141832,USD,65.77618621312804,,Technology services,Packaged software,2026-11-25
SLE,"Super League Enterprise, Inc.",4.6,USD,44.88188976377952,1.5452538631346444,-26.04501607717042,8.747044917257664,8.673913043478244,148683,2698194.3,0.3980614573285282,11376586.24113475,USD,0.26657780739753417,-14.297289334119034,Technology services,Internet software/Services,2026-11-12
FRNM,"Freenome, Inc.",16.29,USD,44.79999999999999,47.420814479638,26.083591331269346,10.590631364562109,5.917740945365236,1132346,846860.7666666667,1.7412288181268656,1750308569.9572299,USD,,,Health technology,Medical specialties,2026-12-02
ANDG,Andersen Group Inc.,54.82,USD,44.22520389371219,90.67826086956522,21.175950486295307,-0.34539174695509495,3.289323500286725,217093,500216.5333333333,0.6270065723729281,6194026807.57426,USD,23.67564250444625,17.95046028477456,Consumer services,Other consumer services,2026-12-02
VFF,"Village Farms International, Inc.",2.84,USD,42.713567839195974,6.3670411985018704,10.077519379844952,0.3533568904593564,3.7831991951709103,391663,1014211.9666666667,0.6153680576995442,347293084.975265,USD,6.808127014507924,-23.876921045008697,Process industries,Agricultural commodities/Milling,2026-11-11
GLE,Global Engine Group Holding Limited,0.6381,USD,42.274247491638796,46.31965145608806,69.25729442970822,-0.792910447761193,8.299740300445537,163783,5354148.466666667,1.1412996138829328,11677230,USD,,-76.1534940869794,Technology services,Packaged software,
DSX,Diana Shipping inc.,3.07,USD,42.12962962962961,23.790322580645157,17.175572519083957,2.675585284280924,3.3210795718938972,2728203,1184967.0333333334,1.733391888138973,381950072.34782606,USD,4.748756583338369,-3.680426074388273,Transportation,Marine shipping,2026-11-18
PAYP,PayPay Corporation - American Depository Shares,17.91,USD,41.91759112519811,-12.42053789731051,21.095334685598385,1.4730878186968928,4.330501714923868,378945,778233.8333333334,0.3539251465756975,11801238055,USD,16.415106457972854,,Commercial services,Miscellaneous commercial services,2026-12-02
