Symbol,Description,Price,Price - Currency,"Performance %, 6 months","Performance %, 1 month","Price change %, 1 day",Average daily range %,"Volume, 1 day","Average volume, 30 days","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,"Revenue growth %, Quarterly YoY","Revenue growth %, TTM YoY",Sector,Upcoming earnings date
HIVE,HIVE Digital Technologies Ltd,3.16,USD,66.31578947368423,7.118644067796609,-4.242424242424233,5.309674502712566,14600380,19754865.266666666,1.144382199598184,866716377.8540773,USD,66.21915906471617,144.38792908005632,Technology services,2026-11-16
SNX,TD SYNNEX Corporation,263.03,USD,66.2116903633491,4.709394904458593,1.3720275947122769,3.7335447884814896,1438723,873735.6333333333,0.9979200562771581,21031549549.73669,USD,30.95737645031568,16.263280447376257,Distribution services,2027-01-12
WYFI,"WhiteFiber, Inc.",19.62,USD,65.84953508030432,-2.1446384039900233,-3.1589338598223127,5.977027814183752,1181600,2425024.2333333334,0.9168143092553708,762200080.3119447,USD,59.491803271974156,-93.80871215719347,Technology services,2026-11-12
BETA,"Beta Technologies, Inc.",23.85,USD,60.49798115746974,8.212341197822152,3.0237580993520643,6.612189278227142,1823933,3409246.566666667,0.32117568848096123,5579494169.734343,USD,52.70340660485468,,Electronic technology,2026-12-03
VLN,Valens Semiconductor Ltd.,1.88,USD,56.66666666666667,3.867403314917118,1.621621621621611,4.031534954407323,421705,729590.6666666666,0.5891759723558614,203566500.6054054,USD,6.131660706958204,7.676828352605497,Electronic technology,2026-11-11
ASPN,"Aspen Aerogels, Inc.",5.22,USD,54.89614243323441,0.3846153846153764,-1.5094339622641524,4.614942528735579,1741630,850279.3666666667,1.8310904893856197,433201471.98113203,USD,-36.110683892135754,-49.118398690753445,Process industries,2026-10-22
IONQ,"IonQ, Inc.",45.48,USD,53.90862944162435,10.764734534827069,1.1116051578479325,5.675477446915511,27306027,21278411.3,1.0670462194172874,18425680238.963985,USD,286.8270996424084,370.6396792056521,Electronic technology,2026-11-11
CLSK,"CleanSpark, Inc.",13.95,USD,53.63436123348017,12.318840579710141,-2.1739130434782643,6.392575524833721,17215509,18521280.766666666,0.8947239938125701,3582598290.6521735,USD,-30.525966049817765,7.4863475314786125,Technology services,2026-12-16
VSAT,"ViaSat, Inc.",73.02,USD,53.11386034808136,0.9958506224066375,-0.9495387954422176,5.352740932034246,912459,1665216.2333333334,0.5029876050016578,10058929675.880901,USD,-1.2391401250497414,1.349732097765966,Electronic technology,2026-11-11
INSW,"International Seaways, Inc.",105.64,USD,52.99058653149892,8.52681323197041,0.7534573199809311,3.896204089360062,498348,686003.0333333333,0.5188604203124648,5232487621.144875,USD,140.09793448203598,57.663130697337884,Transportation,2026-11-10
CERT,"Certara, Inc.",9.11,USD,50.08237232289949,12.19211822660099,2.4746906636670287,4.047357691704574,2823188,2337922.966666667,1.0332344841791337,1389628410.6141727,USD,0.9907315171726796,0.6641939101181747,Technology services,2026-11-11
